HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTGS,ATGS,HTGC,ATGC,HTP,ATP,MW,HTFormPts,ATFormPts,HTWinStreak3,HTWinStreak5,HTLossStreak3,HTLossStreak5,ATWinStreak3,ATWinStreak5,ATLossStreak3,ATLossStreak5,HTGD,ATGD,DiffPts,DiffFormPts
Man City,Wolves,1.5193945890864067,1.2422641114647472,,21.161846272443178,23.48873801034313,23.61075854071454,22.113352335131452,1.1650974025974024,1.206818181818182,19.084126725628273,5.629331420861149,6.211901541497695,0.04739000084614088,0.0009992079907226205,0.05571544034483772,0.05755686707253395,0.05502151996832588,0.03546278978097775,0.05600852735556201,0.02444518657758439,-0.09496135265346126,0.030294888751976615,-0.041720779220779054,0.0821396894226605
