HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTGS,ATGS,HTGC,ATGC,HTP,ATP,MW,HTFormPts,ATFormPts,HTWinStreak3,HTWinStreak5,HTLossStreak3,HTLossStreak5,ATWinStreak3,ATWinStreak5,ATLossStreak3,ATLossStreak5,HTGD,ATGD,DiffPts,DiffFormPts
Man City,Aston Villa,1.5642958168783128,1.114543106356228,,26.48473590411413,25.599382745618136,23.306212722214976,22.950973395394684,1.3093578538372177,1.295343711969492,19.13077649747602,6.8379625556691455,6.376054301373067,0.05783299218245122,0.035785884903263385,0.07172866317472773,0.010094321449818392,0.06288016311596996,0.011072763236278227,0.0600020516270735,0.016337130791659157,0.17479635923256795,0.10263037379071027,0.014014141867725345,-0.03281143509767907
