HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTGS,ATGS,HTGC,ATGC,HTP,ATP,MW,HTFormPts,ATFormPts,HTWinStreak3,HTWinStreak5,HTLossStreak3,HTLossStreak5,ATWinStreak3,ATWinStreak5,ATLossStreak3,ATLossStreak5,HTGD,ATGD,DiffPts,DiffFormPts
Chelsea,Arsenal,1.7225877841860118,1.130002892729022,,29.52492812513191,26.46447740238357,9.770798341370423,13.437673426753825,1.8685252306577573,1.6601355575182684,16.130412441161198,9.410963486665075,8.53046424582015,0.13981884808612793,0.09104607984336091,-0.018318977628802878,-0.008898278734620067,0.12437210152843196,0.030330749230827125,0.037101937521323465,-0.0027881536243947267,0.9228234339878727,0.6824820622705571,0.20838967313948653,0.139911072958883
