HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTGS,ATGS,HTGC,ATGC,HTP,ATP,MW,HTFormPts,ATFormPts,HTWinStreak3,HTWinStreak5,HTLossStreak3,HTLossStreak5,ATWinStreak3,ATWinStreak5,ATLossStreak3,ATLossStreak5,HTGD,ATGD,DiffPts,DiffFormPts
Man City,Bournemouth,1.7964999834436812,1.0760685020794254,,27.621051015906048,19.414463805969582,14.458937045195652,19.222657894913333,1.5671080928126775,1.244914795950449,16.929857218447097,7.650540833869902,6.526738138000218,0.22403629640332623,0.056703968504241094,0.014569177441625475,0.0012233514975092553,0.004548013355181985,-0.009365295924446754,0.06333324816839918,0.0037162548279219207,0.43726494261122417,0.2044188751409546,0.3221932968622269,0.30148795309331516
