HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTGS,ATGS,HTGC,ATGC,HTP,ATP,MW,HTFormPts,ATFormPts,HTWinStreak3,HTWinStreak5,HTLossStreak3,HTLossStreak5,ATWinStreak3,ATWinStreak5,ATLossStreak3,ATLossStreak5,HTGD,ATGD,DiffPts,DiffFormPts
Man City,West Ham,1.5993496425299187,1.161878934620118,,27.479389888945246,26.670449871694327,23.171167352692954,23.499485867325998,1.3221254322673952,1.2948554618053254,20.42980409902862,6.919509204512803,6.344081594312249,0.12029665028674402,0.03355361889263683,0.03507824194869168,0.00025912870723557475,0.04708167591513128,0.002569810570995394,0.07556072136762611,0.012659652016533796,0.17114116344417285,0.16470510652773374,0.027269970462070185,0.037307422770849516
