HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTGS,ATGS,HTGC,ATGC,HTP,ATP,MW,HTFormPts,ATFormPts,HTWinStreak3,HTWinStreak5,HTLossStreak3,HTLossStreak5,ATWinStreak3,ATWinStreak5,ATLossStreak3,ATLossStreak5,HTGD,ATGD,DiffPts,DiffFormPts
Man City,Fulham,1.6180399962127718,1.1287344591763946,,27.26411558647711,26.249397271458317,24.113898891085757,24.781417516810333,1.2320077812051196,1.2606178558588377,20.04319471719176,5.8705538466743326,6.7997403181307785,0.05342792081507031,0.006070962214447886,0.03688719624498202,0.028715030090712912,0.05742684476410647,0.024777770502206885,0.03625950497875663,-0.0012177278119548506,0.09331819460380256,0.0689916017597273,-0.028610074653718006,-0.11907233359359098
